7,0.0
5457,0.75
11492,0.8409090909090909
16689,0.8679245283018868
22348,0.8028169014084507
27230,0.8082191780821918
33835,0.8571428571428571
39188,0.8676470588235294
45141,0.8771929824561403
45156,0.8379888268156425
51091,0.8315789473684211
56144,0.8041958041958042
60404,0.8337801608579088
63142,0.8475750577367206
65525,0.8536082474226804
67347,0.8651685393258427
68967,0.8701754385964913
71042,0.8504983388704319
72986,0.8562401263823065
74394,0.8601823708206687
75918,0.8647058823529412
77023,0.8663793103448276
78285,0.8693820224719101
79107,0.8708333333333333
79789,0.871191135734072
80465,0.8713692946058091
81145,0.8715469613259669